player_name,runs,balls,wickets,boundaries,strike_rate
WAE Burton,408,381,8,61,107.09
LA Dunbar,692,562,0,89,123.13
Apon Mustafizur,6,10,0,0,60.0
NR Johns-Wickberg,104,444,21,8,23.42
J Reb,63,81,0,5,77.78
BJ Davidson,17,23,0,1,73.91
MR Dorgan,7,17,1,0,41.18
V Zimonjic,243,653,28,24,37.21
M Sarenac,66,343,20,0,19.24
A Djorovic,47,129,1,3,36.43
H Lakov,609,1039,27,38,58.61
S Thakur,107,151,3,13,70.86
B Ivanov,19,32,0,1,59.38
J Albin,139,328,6,11,42.38
N Zimonjic,91,159,3,11,57.23
Waqar Abbasi,4,56,2,0,7.14
Aswad Khan,2,8,0,0,25.0
D Myers,422,343,0,52,123.03
Shamim Hossain,272,241,0,32,112.86
Hadisullah Tarakhel,163,89,0,27,183.15
Bilal Muhammad,242,638,31,19,37.93
A Bishnoi,62,258,12,0,24.03
Washeem Abbas,160,985,67,8,16.24
VP Thamotharam,1074,1273,29,121,84.37
Amar Sharma,238,752,21,8,31.65
B Arora,888,1428,25,80,62.18
Zeeshan Khan,942,726,0,120,129.75
HS Gericke,424,259,0,49,163.71
SSM Stanislaus,559,544,1,57,102.76
N Khanna,226,173,0,28,130.64
B Niaz,289,360,12,34,80.28
Ravinder Singh,9,19,0,0,47.37
Sheraz Sheikh,234,427,14,22,54.8
Said Hakim,6,12,0,0,50.0
Haroon Mughal,3,8,0,0,37.5
Saqlain Ali,6,9,0,0,66.67
G Chaturvedi,94,90,0,12,104.44
TE Britton,98,244,0,1,40.16
AC Brodin,36,97,2,1,37.11
B Maes Loch,16,101,6,0,15.84
J King,66,159,0,3,41.51
PC McGeown,204,363,3,14,56.2
DL Graham,95,363,11,2,26.17
E Chance,20,79,0,0,25.32
E Brelivet,19,63,0,0,30.16
ME Violleau,188,400,3,11,47.0
C Breteche,21,128,5,0,16.41
M Cargouet,10,33,0,0,30.3
M Marchello,5,13,0,0,38.46
SPY Baron,7,21,0,0,33.33
I Vrignaud,4,15,0,0,26.67
I van der Woning,21,85,2,0,24.71
NT Ellis,53,431,31,0,12.3
Sajid Liaqat,38,175,13,2,21.71
Faizan Mumtaz,6,15,0,0,40.0
Ghulam Ahmadi,70,968,52,4,7.23
D Abeyrathna,299,366,5,28,81.69
Bilal Safdar,84,156,3,7,53.85
Usman Arif,128,127,5,18,100.79
Sher Sahak,283,356,14,33,79.49
Vinay Ravi,99,415,21,8,23.86
Ahmadullah Shinwari,27,199,8,0,13.57
Talha Khan,532,486,0,50,109.47
DA Blignaut,417,703,23,33,59.32
Noman Amjad,274,609,19,15,44.99
U Shahid,109,174,6,8,62.64
Usman Khan,600,851,32,66,70.51
Rahmatullah Mangal,94,429,26,4,21.91
Dawood Ahmadzai,107,644,33,6,16.61
Junaid Mehmood,33,41,0,4,80.49
Mobashar Ashraf,4,29,2,0,13.79
Wahidullah Sahak,232,423,19,23,54.85
S Santhirakumaran,70,99,0,6,70.71
Hashir Hussain,0,6,0,0,0.0
Virk Ali,85,85,0,7,100.0
Jubaid Ahamed,49,45,0,4,108.89
HA Jackson,315,349,0,25,90.26
Nooruddin Mujadady,34,100,4,3,34.0
Israr Khan,2,25,0,0,8.0
Mustafa Omer,4,11,0,0,36.36
H Srinivasan,22,37,0,0,59.46
Ibrahim Jabarkhel,25,131,5,1,19.08
L Canessane,400,323,0,44,123.84
Azmat Ali,24,28,0,1,85.71
A Johnmary,8,14,0,0,57.14
Ahmadschah Ahmadzai,0,12,2,0,0.0
Husnain Kabeer,5,6,0,0,83.33
KA Maharaj,135,886,39,11,15.24
R Ravindra,250,435,14,24,57.47
CE McConchie,110,235,7,7,46.81
BV Sears,41,343,20,1,11.95
C Campher,987,1510,36,102,65.36
NA Rock,175,148,0,16,118.24
W McClintock,41,39,0,4,105.13
C Chatonzwa,17,61,2,0,27.87
CT Dhururu,287,369,0,23,77.78
L Tshuma,136,714,33,7,19.05
T Putthawong,175,1108,66,13,15.79
N Gwanzura,71,131,5,6,54.2
Zameer Khan,71,96,0,5,73.96
Qudratullah Mir Afzail,42,122,4,3,34.43
Khalid Zahid,194,464,13,19,41.81
Hassan Mehmood,33,112,6,1,29.46
O Gholami,3,81,3,0,3.7
L Karlsson,55,298,19,4,18.46
A Venkatesh,301,454,20,26,66.3
Imal Zuwak,149,143,0,17,104.2
Rahel Khan,138,127,1,20,108.66
Surya Anand,387,771,16,25,50.19
Lucky Ali,166,400,16,9,41.5
W Boshoff,193,226,0,13,85.4
Humayun Kabir,13,19,0,0,68.42
Aftab Ahmed,225,195,0,27,115.38
R Gowthaman,86,100,0,4,86.0
Dipanjan Dey,131,95,0,11,137.89
Baz Aybui,16,150,8,0,10.67
Lemar Momand,13,95,1,0,13.68
Musa Shaheen,105,141,0,5,74.47
FA Klokker,51,46,0,4,110.87
L Bruce,1155,1590,26,113,72.64
J Shaju,70,469,30,0,14.93
P Hatchman,69,75,0,5,92.0
CV Harrison,15,88,4,0,17.05
Azhar Andani,295,261,0,31,113.03
Amir Zaib,270,253,4,28,106.72
ARA Chambers,240,242,0,26,99.17
Amandeep Singh,137,267,10,15,51.31
M Stoman,10,19,2,1,52.63
Junaid Khan,77,536,25,3,14.37
Sirajullah Khadim,105,467,29,8,22.48
J Marples,37,49,0,2,75.51
R Cunningham,16,45,2,0,35.56
C Rububagumya,701,1448,46,40,48.41
Amoluk Singh,280,380,7,41,73.68
Z Bimenyimana,346,1301,62,26,26.59
M Akayezu,568,1387,73,42,40.95
V Mitari,42,235,14,0,17.87
K Irakoze,416,1284,51,37,32.4
SK Awiah,392,738,23,33,53.12
OH Agbomadzie,698,1337,41,57,52.21
Devender Singh,240,206,0,22,116.5
MK Anafie,89,163,6,10,54.6
E Dusingizimana,936,829,0,120,112.91
D Ndikubwimana,672,866,0,56,77.6
E Niyomugabo,347,495,10,29,70.1
O Tuyisenge,958,896,0,112,106.92
Bosco Tuyizere,104,122,0,7,85.25
W Niyitanga,550,630,0,47,87.3
D Uwimana,53,71,0,5,74.65
P Vekaria,74,175,5,7,42.29
KF Bakiweyem,20,28,0,0,71.43
TK Joseph,155,168,0,12,92.26
S Samal,70,58,0,8,120.69
Amjad Sher,306,741,28,27,41.3
Naveed Shahid,18,94,3,2,19.15
PF Gallagher,160,496,26,20,32.26
Raaz Mohammad,55,385,23,1,14.29
H Dandapani,23,66,2,2,34.85
MB Tambe,147,626,25,6,23.48
NG Collins,344,357,0,33,96.36
A Pusthay,106,156,4,8,67.95
AK Mohan,276,316,0,26,87.34
VS Padhaal,413,379,0,40,108.97
JOP Scamans,135,131,0,9,103.05
Adnan Syed,3,28,0,0,10.71
I Kaia,311,296,0,34,105.07
GT Main,46,280,21,2,16.43
Q Joseph,177,356,5,24,49.72
SK Atai,73,152,3,6,48.03
KV Morea,105,477,34,7,22.01
CN Greaves,320,648,18,27,49.38
LV van Beek,157,712,41,4,22.05
D Wiese,712,1599,68,66,44.53
R Trumpelmann,210,680,32,20,30.88
KH Prajapati,859,793,0,106,108.32
Ayan Khan,609,821,7,49,74.18
H Hiri,277,283,3,29,97.88
R Rampaul,87,645,31,0,13.49
M van Lingen,557,478,0,75,116.53
RL Chase,410,736,19,42,55.71
Hamid Hassan,89,534,35,5,16.67
DM Braat,9,69,3,0,13.04
T Rodriguez,5,20,0,0,25.0
LM Aramas,4,9,0,0,44.44
NN Odhiambo,255,678,28,28,37.61
Vraj Patel,51,1054,73,0,4.84
Gurdeep Singh,188,217,2,21,86.64
P Koech,50,425,29,0,11.76
P Aho,307,857,50,16,35.82
Mustapha Yusuf,44,123,3,3,35.77
P Useni,254,751,34,25,33.82
O Isesele,5,62,1,0,8.06
RA Abolarin,61,186,9,3,32.8
O Olaleye,129,133,0,13,96.99
DS Wesonga,4,12,0,0,33.33
S Sesazi,1987,1576,0,258,126.08
Bilal Hassun,202,829,54,9,24.37
Zahid Abbas,11,45,2,1,24.44
F Achelam,89,98,0,8,90.82
G Mubiru,0,54,4,0,0.0
Hamza Dar,594,492,3,63,120.73
C Rumistrzewicz,31,517,38,0,6.0
Muhammad Asjed,7,7,0,1,100.0
Ayesha Hasan,94,145,0,4,64.83
N Kayani,11,35,4,0,31.43
Farial Zia Safdar,9,55,5,0,16.36
Pooja Kumari,19,90,5,1,21.11
A Dastgir,0,2,0,0,0.0
S Devata,10,15,2,0,66.67
R Immadi,151,282,4,3,53.55
Mutaiba Ansar,3,7,0,0,42.86
S Elmsjoo,16,88,6,0,18.18
DS Gamage,22,50,2,0,44.0
S Jadhav,3,3,0,0,100.0
G Shukla,127,291,7,9,43.64
Hina Hussain,7,32,3,0,21.88
S Raveendrakumar,12,34,0,0,35.29
RG Somashekhar,20,55,1,0,36.36
AS Gorad,80,120,0,4,66.67
S Linden,24,39,0,0,61.54
C Elmsjoo,0,2,0,0,0.0
M Alugunoolla,19,49,0,2,38.78
S Lundell,200,213,2,18,93.9
T Zilfidou,0,1,0,0,0.0
Abhilasha Singh,4,13,0,0,30.77
TJE Chiracheque,29,49,0,2,59.18
OC Moiane,10,20,0,0,50.0
HR Ponja,0,7,0,0,0.0
AL Mangue,14,51,1,1,27.45
Ntombizonke MKhatshwa,64,295,12,2,21.69
M Dlamini,97,195,1,7,49.74
N Khumalo,14,98,3,0,14.29
W Ginindza,62,185,5,1,33.51
S Mabuza,50,169,3,1,29.59
N Mabila,82,157,0,4,52.23
K Maseko,7,25,0,0,28.0
Ntombizodwa Mkhatshwa,44,114,0,2,38.6
P Dlamini,13,34,0,1,38.24
N Gwebu,20,34,0,1,58.82
D Dlamini,29,104,1,1,27.88
F Pessima,58,231,11,2,25.11
Chinyenum George,3,31,2,0,9.68
L Piety,274,425,12,34,64.47
MI Shakim,17,59,3,2,28.81
SF Jerome,96,429,20,6,22.38
LM Massawe,32,32,0,1,100.0
P Mazuze,0,2,0,0,0.0
E Mbofana,19,135,10,0,14.07
T Malinga,31,152,1,0,20.39
MLN Sissako,215,399,3,21,53.88
BMA Mbida,120,281,6,7,42.7
CI Manidom,20,107,5,0,18.69
M Turay,72,118,2,7,61.02
MSF Tedjui,3,4,0,0,75.0
AAM Eliane,7,27,0,0,25.93
MFD Douma,8,28,1,0,28.57
ME Bessala,107,220,0,10,48.64
DLN Kenfack,0,3,0,0,0.0
MSN Ekani,124,316,7,9,39.24
TMA Leslie,84,357,13,2,23.53
JAN Ngono,107,260,4,10,41.15
MA Swedy,138,98,0,14,140.82
MH Ushanga,51,282,12,2,18.09
I Alumo,47,280,12,3,16.79
N Magagula,26,84,1,0,30.95
M May,2,2,0,0,100.0
P Mujaji,166,186,0,17,89.25
P Malemikia,48,255,12,2,18.82
KD Mehta,4,45,4,0,8.89
Dharmendra Manani,6,23,2,0,26.09
V Jagannivasan,40,44,0,2,90.91
M Kadyan,158,277,7,17,57.04
A Halbhavi,199,181,0,27,109.94
A Nanda,91,516,18,4,17.64
Omar Rassol,347,394,4,41,88.07
V Hristov,10,13,0,0,76.92
Zeeshan Kukikhel,394,467,15,58,84.37
Abhijeet Ahuja,351,367,2,32,95.64
HV Mandhyan,277,649,24,22,42.68
Zahir Mohammed,282,187,0,40,150.8
A Kheterpal,370,619,12,40,59.77
Khaibar Deldar,125,163,4,16,76.69
AG Weligamage,151,309,7,12,48.87
Ali Yalmaz,89,171,8,8,52.05
SA Mohandas,108,410,19,3,26.34
B George,696,603,2,75,115.42
M Fontaine,52,95,3,1,54.74
S Ashwathnarayana,151,104,0,18,145.19
Sanjay Kumar,9,7,0,1,128.57
A Manepalli,40,36,0,3,111.11
A Dhingra,35,263,17,1,13.31
DJ Hooda,391,358,7,47,109.22
HV Patel,127,588,31,12,21.6
Arshdeep Singh,208,1344,98,8,15.48
RJ Gleeson,7,134,9,0,5.22
Avesh Khan,76,544,29,4,13.97
Umran Malik,31,158,13,1,19.62
Ravi Bishnoi,124,896,59,6,13.84
T Stubbs,642,476,0,78,134.87
RR Rossouw,802,498,0,108,161.04
Mohammad Nawaz,452,945,30,55,47.83
Saif Hassan,69,104,0,4,66.35
Shahnawaz Dhani,31,227,8,2,13.66
Shohidul Islam,3,25,1,0,12.0
VR Iyer,150,144,6,20,104.17
M Jansen,129,438,17,10,29.45
T Filer,18,46,4,1,39.13
Qasim Anwar,13,69,3,0,18.84
Habib Khan,308,532,17,32,57.89
Ali Masood,468,669,18,48,69.96
Tejwinder Singh,101,271,14,10,37.27
S Hook,248,262,0,26,94.66
Maidul Islam,158,159,0,17,99.37
Gurpratap Singh,221,362,19,25,61.05
Waqar Ali,4,69,6,0,5.8
M Vaik,64,102,0,1,62.75
NK Tiwari,226,531,15,20,42.56
Yasir Mehmood,66,131,4,5,50.38
MMR Obili,36,186,5,0,19.35
Moshiur Rahman,12,29,0,0,41.38
T Cross,7,24,0,0,29.17
CPPM Sadun,306,495,9,25,61.82
BLCS Kumara,4,8,0,0,50.0
R Mazumder,251,218,0,28,115.14
M Kyriacou,68,96,0,3,70.83
Ashish Rana,10,40,3,0,25.0
K Vislapuu,25,226,9,0,11.06
SN Pathirana,58,85,0,1,68.24
Iftekar Jaman,47,38,0,6,123.68
Ayush Ummat,0,5,0,0,0.0
Ali Raza,23,19,0,3,121.05
Ashraful Shuvo,13,52,0,0,25.0
Saqib Naveed,14,52,0,0,26.92
ADL Stokoe,6,83,3,0,7.23
S Austin,289,278,0,24,103.96
Zeeshan Sarwar,113,72,0,13,156.94
C Smith,36,116,4,3,31.03
D Jansen,104,206,3,7,50.49
EF Beard,215,198,0,25,108.59
M Sedgwick,1,6,0,0,16.67
R Brar,6,34,0,0,17.65
Murtaza Yamin,0,18,0,0,0.0
Waseem Muhammad,1977,1315,3,268,150.34
Kashif Daud,119,299,11,10,39.8
SM Sharma,4,76,1,0,5.26
Akif Raja,109,386,15,9,28.24
KP Meiyappan,31,343,25,2,9.04
A Reyes,203,389,17,15,52.19
Aaftab Alam Khan,273,204,0,29,133.82
B Kalki Kumar,7,33,0,0,21.21
PA Raikes,317,290,0,32,109.31
Ashwin Vinod,70,384,21,3,18.23
Ali Nayyer,251,545,24,20,46.06
Osama Mahmood,317,352,4,32,90.06
S Franklin,14,38,0,0,36.84
A Andrews,9,68,5,1,13.24
Arjun Vinod,336,492,5,35,68.29
Idrees Ul Haque,210,155,0,33,135.48
Anser Mehmood,81,74,0,7,109.46
NK Aneesh Kumar,35,366,14,0,9.56
Noorkhan Ahmedi,65,62,1,9,104.84
I Katzarski,18,41,0,0,43.9
Ahsan Khan,40,151,6,1,26.49
Andrey Lilov,1,3,0,0,33.33
Asad Mahmood,70,55,0,7,127.27
M Martin,2,6,0,0,33.33
DS Vosloo,18,20,0,0,90.0
ZM Tribe,273,314,3,27,86.94
AM Tribe,452,390,0,51,115.9
Faisal Mubashir,461,435,0,39,105.98
MGSM Fernando,36,167,9,3,21.56
S Thanikaithasan,348,370,1,33,94.05
JW Dernbach,140,908,50,4,15.42
G Stewart,390,440,11,57,88.64
DKD Warnakulasuriya,13,175,12,0,7.43
A Khan,61,201,7,3,30.35
Shakerullah Safi,1,19,0,0,5.26
NL Smith,95,112,0,8,84.82
J Grassi,61,65,0,4,93.85
GK Berg,176,425,21,17,41.41
RJG Palmer,20,128,4,0,15.62
D Birrell,53,334,23,0,15.87
Amir Sharif,32,31,0,2,103.23
Bilal Aftab,3,15,1,0,20.0
C Brennan,240,190,0,28,126.32
Absar Khan,6,15,1,0,40.0
V Vasquez,220,211,0,18,104.27
NC Monteiro,46,276,9,1,16.67
M Castineiras,360,235,0,46,153.19
M Ribeiro,26,173,6,0,15.03
A Stocks,122,291,12,6,41.92
L Taylor,71,203,6,6,34.98
M Martinez,122,300,5,10,40.67
RD de Sousa,149,426,11,5,34.98
CA Greloni,11,29,0,1,37.93
L Moises,13,99,8,1,13.13
M Esquivel,0,1,0,0,0.0
JC Cullen,30,87,2,1,34.48
T Basile,6,29,4,0,20.69
L Cardoso,46,195,13,2,23.59
C Sosa,27,196,8,0,13.78
D Staddon,58,93,1,3,62.37
L Iglesias,0,2,0,0,0.0
L Agatha,82,162,0,4,50.62
M Artur,5,26,0,0,19.23
RMAM Avery,181,306,4,10,59.15
TG Norris,2,25,1,0,8.0
SR Thadani,34,222,11,1,15.32
D Saxena,265,386,7,25,68.65
M Chaudhary,3,51,4,0,5.88
S Vig,4,32,0,0,12.5
M Gill,17,44,1,2,38.64
Mahrukh Imtiaz,2,8,0,0,25.0
S Zafar,2,8,0,0,25.0
GC Bhogle,161,179,0,16,89.94
K Gray,1,9,0,0,11.11
A Kolan,181,249,0,10,72.69
IM Vaghela,174,485,19,7,35.88
LP Mullapudi,5,9,0,0,55.56
Aziz Sualley,14,118,5,1,11.86
E Sebareme,419,1149,52,33,36.47
T Rajiv,89,79,0,13,112.66
N Krishna,84,270,13,7,31.11
SKDT Madusanka,263,378,8,32,69.58
SR Mohan,67,107,0,4,62.62
D Kalvin,93,177,3,5,52.54
Mazharul Islam,249,263,1,29,94.68
S Udhayan,19,14,0,3,135.71
VL Mukesh,10,64,0,1,15.62
R Nil,35,77,1,3,45.45
SR Rocket,31,220,7,2,14.09
KJ Patel,10,139,4,1,7.19
G Kansonkho,227,254,1,27,89.37
D Kansonkho,365,462,5,34,79.0
MA Baig,221,493,26,19,44.83
Sami Sohail,530,626,16,47,84.66
M Abdulla,17,109,3,0,15.6
GM Ntambalika,134,184,5,11,72.83
C Chete,9,19,0,1,47.37
A Kansonkho,2,5,0,0,40.0
M Mwamadi,13,77,4,0,16.88
C Tlali,106,139,0,8,76.26
Omar Hussain,37,50,0,3,74.0
Maaz Khan,147,135,0,17,108.89
Sameer Patel,108,118,0,10,91.53
Sarfaraj Patel,24,74,3,0,32.43
YYM Jakda,39,143,8,3,27.27
AAA Patel,40,35,0,5,114.29
MV Matsau,19,123,7,0,15.45
TG Thamae,5,86,5,0,5.81
TD Chaoana,58,275,6,2,21.09
M Leporoporo,0,10,1,0,0.0
C Forbes,132,143,0,16,92.31
Muhammad Amin,85,103,1,11,82.52
Naeem Gull,164,183,0,23,89.62
J Ghadiyali,65,139,4,6,46.76
Umair Qasim,85,230,6,3,36.96
Shehzad Patel,40,42,0,4,95.24
JJ Wright,37,48,0,2,77.08
J Hansrod,17,26,0,1,65.38
M Magagula,87,256,12,4,33.98
S Kubheka,10,30,0,0,33.33
JF Chester,1,13,0,0,7.69
B Pondani,28,221,11,0,12.67
R Baaleri,234,501,18,12,46.71
R Agamiire,7,37,1,0,18.92
M Jele,48,140,6,1,34.29
L Zulu,2,5,0,0,40.0
HL Harji,27,173,6,3,15.61
K Govind,3,21,1,0,14.29
ME Leoela,40,71,1,1,56.34
P Byron,0,1,0,0,0.0
S Williams,47,218,6,3,21.56
K Motlanka,550,525,8,65,104.76
M Kpaka,102,356,11,1,28.65
AB Kamara,42,99,2,1,42.42
Zahid Khan,57,129,1,5,44.19
S Conteh,143,526,26,7,27.19
G Sesay,169,573,36,6,29.49
AL Kerai,104,140,0,4,74.29
J Bangura,288,385,0,20,74.81
L Lamin,318,356,0,29,89.33
A Gbla,162,305,17,14,53.11
E Ernest,30,161,4,2,18.63
AR Patwa,1101,916,1,153,120.2
LA Simango,55,205,9,2,26.83
II Selemani,1314,883,0,199,148.81
ZE Matsinhe,13,93,1,0,13.98
JC Darji,36,149,12,4,24.16
Jitin Singh,220,213,4,27,103.29
FA Cossa,300,566,18,37,53.0
F Damiao Couana,679,808,16,83,84.03
J Bulele,416,650,16,44,64.0
SDJJ Dima,20,122,4,0,16.39
S Thakor,502,1314,64,62,38.2
SF Nhavotso,19,60,1,0,31.67
HA Chohan,154,548,28,15,28.1
SA Jumbe,564,1306,55,51,43.19
K Nassoro,865,1556,40,86,55.59
JJ Huo,277,470,23,29,58.94
RK Kiseto,14,236,11,0,5.93
L Emilio,91,92,0,11,98.91
AM Kimote,370,1152,61,25,32.12
VE Tembo,119,155,1,11,76.77
GO Sopinho,0,1,0,0,0.0
DB Loic,100,325,12,5,30.77
JB Abega,77,319,15,1,24.14
M Fru,28,119,5,1,23.53
BN Toube,294,485,14,39,60.62
AB Mengoumou,11,67,1,0,16.42
FE Carava,33,67,0,1,49.25
P Abanda,66,95,0,8,69.47
I Tchakou,101,175,5,10,57.71
RGA Amah,140,190,0,11,73.68
AN Toube,74,216,5,6,34.26
FJ Mpegna,35,57,0,3,61.4
CB Ondoa,39,91,0,1,42.86
S Tarawally,18,133,2,0,13.53
AR Balla,44,132,0,0,33.33
AA Navicha,143,203,2,8,70.44
I Mansaray,9,25,0,0,36.0
AA Jasani,203,158,0,21,128.48
ZR Jaboneke,39,83,1,1,46.99
C Bah,96,200,4,10,48.0
N Ndouteng,1,29,2,0,3.45
A Shreshta,395,376,0,39,105.05
S Mba,115,149,0,12,77.18
S Ogundipe,2,40,1,0,5.0
SO Olayinka,26,34,0,3,76.47
R Abdulkareem,222,686,29,17,32.36
Ishtiaq Ahmad,76,478,32,2,15.9
Imran Arif,38,92,3,3,41.3
Ibrahim Nashath,107,269,6,5,39.78
Zain Ul Abidin,102,490,21,8,20.82
Imran Yousaf,13,130,7,0,10.0
Naveed Fakhr,2,25,1,0,8.0
Haider Butt,908,893,12,95,101.68
ED Silva,181,195,7,25,92.82
S Veerapathiran,362,962,44,35,37.63
AR Berenger,46,24,0,8,191.67
Muhammad Murad,68,237,13,4,28.69
Waseeq Ahmed,15,254,14,0,5.91
MM Sarwar,4,15,1,0,26.67
Hisham Sheikh,346,777,20,21,44.53
P Kurup,209,174,0,22,120.11
Usman Khalid,73,203,15,7,35.96
AK Muslar,39,98,1,2,39.8
AA Banner,15,39,0,3,38.46
J Theron,71,413,27,5,17.19
IG Holland,68,178,9,4,38.2
KJ Young,74,152,3,10,48.68
C Brown,50,62,0,6,80.65
GG Banner,48,67,1,5,71.64
BS Stephenson,92,105,3,10,87.62
ML Castillo,45,107,2,5,42.06
KK Tillett,15,35,1,1,42.86
Garret Banner,78,172,4,7,45.35
TJ Stephenson,12,30,2,1,40.0
TW Samuels,42,77,0,2,54.55
H Patel,212,282,2,16,75.18
R Pathan,415,263,0,58,157.79
Muhammad Zaghlool,0,12,0,0,0.0
TAW Patterson,31,61,0,2,50.82
C Pervez,2,43,3,0,4.65
J Matharu,14,83,4,0,16.87
M Taylor,196,294,6,24,66.67
T Rossi,96,299,14,6,32.11
J Jagroo,30,84,1,2,35.71
MS Graham,27,101,3,1,26.73
H Fennell,52,319,20,2,16.3
GT Taylor,88,195,7,6,45.13
JR Barry,144,261,8,11,55.17
A Kirschbaum,105,362,8,10,29.01
J Hurley,5,98,6,0,5.1
R Davson,16,23,0,0,69.57
K Hinds,100,257,10,8,38.91
A Husain,38,164,8,2,23.17
O Stewart,14,9,0,2,155.56
E Haven,22,47,0,0,46.81
LA Musiani,134,185,2,8,72.43
Bhumeshswar Jagroo,8,24,0,1,33.33
RP Mitchell,21,109,3,0,19.27
P Baron,361,306,0,48,117.97
A Ferguson,300,301,0,38,99.67
RM Siri,102,96,0,8,106.25
PL Bruno,24,37,0,1,64.86
KB Ahir,32,176,10,2,18.18
Abdullah Jasat,56,177,8,4,31.64
N Ahir,83,220,2,4,37.73
Irfan Hafejee,144,322,11,13,44.72
Yusuf Ebrahim,93,168,4,6,55.36
D Ahir,31,91,3,3,34.07
SP Guzman,23,31,0,3,74.19
Yusuf Bhoola,29,32,0,3,90.62
A Natubhai Ahir,167,276,6,17,60.51
M Sohel Patel,103,100,0,14,103.0
Mahmud Jasat,167,210,0,9,79.52
NN Banner,7,40,1,0,17.5
Ali Khan,76,362,15,2,20.99
T Manders,472,345,0,58,136.81
M Simmons,18,16,0,1,112.5
D Sabir,27,122,6,1,22.13
Salman Nazar,19,162,15,1,11.73
R Escobar,136,165,0,7,82.42
Z Burgess,51,247,11,3,20.65
KC Hodsoll,1,18,2,0,5.56
TO Carmichael,1,37,0,0,2.7
G Singh,187,136,0,19,137.5
JT Darrell,2,43,3,0,4.65
RR Joshi,22,149,5,1,14.77
Rizwan Mangera,2,13,0,0,15.38
Theertha Satish,1724,1514,0,190,113.87
Aisya Eleesa,78,654,28,0,11.93
P Jain,18,31,0,0,58.06
Khushi Sharma,504,1318,49,29,38.24
S Paldon,72,122,0,4,59.02
N Choden,318,604,7,19,52.65
D Wangmo,417,725,12,24,57.52
Y Choden,180,316,5,11,56.96
B Shanti,238,353,0,19,67.42
T Zangmo,312,807,19,13,38.66
P Seldon,39,64,0,1,60.94
S Choden,118,366,9,3,32.24
Y Wangmo,12,12,0,0,100.0
A Gurung,81,543,27,3,14.92
T Yangchen,2,12,0,0,16.67
K Samten,9,118,4,0,7.63
A Bose,12,40,0,1,30.0
GR Menes,2,11,0,0,18.18
Iqra Sahar,200,930,40,1,21.51
NM Cherriath,105,170,2,9,61.76
NT Miles,847,912,0,79,92.87
VS D'Souza,0,2,0,0,0.0
Sabnam Rai,25,236,9,0,10.59
T Cheki,25,147,9,0,17.01
Sangita Rai,23,291,20,0,7.9
K Dema,101,196,0,4,51.53
S Kotte,36,607,33,0,5.93
TOW Chu,6,39,2,0,15.38
DC Thomas,51,54,0,6,94.44
SSJ Brooks,236,219,0,26,107.76
G Motie,111,535,25,13,20.75
BJ Dwarshuis,3,73,5,0,4.11
C Green,297,378,12,37,78.57
M Labuschagne,3,5,0,0,60.0
N Mapunda,16,21,0,2,76.19
MO Kitunda,526,527,0,55,99.81
Meghna Singh,4,114,4,0,3.51
GM Harris,536,485,7,74,110.52
Tuba Hassan,111,678,27,6,16.37
SJ Bruce,16,89,3,0,17.98
D Tucker,62,242,4,3,25.62
FC Jonas,59,820,32,0,7.2
EJ Carson,69,649,41,0,10.63
RMVD Gunaratne,821,884,0,95,92.87
IECM Wong,58,260,9,1,22.31
A Capsey,740,723,5,106,102.35
FG Kemp,160,351,17,17,45.58
T Holder,39,69,0,2,56.52
A Scantlebury,18,35,0,1,51.43
KO Elliott,2,19,0,0,10.53
IC Gaze,218,205,0,23,106.34
S Carrington,3,11,0,0,27.27
GE Plimmer,425,414,0,39,102.66
Aysha,487,757,18,48,64.33
A Mare,237,574,15,11,41.29
S Dhadwal,271,731,18,13,37.07
H Agarwal,115,530,17,4,21.7
Aleena Khan,110,344,4,8,31.98
SA Panayan,84,395,14,4,21.27
Khadija Imtiaz,97,219,1,6,44.29
Rizpha Bano,64,122,0,5,52.46
KE Pounsett,41,57,0,3,71.93
Shahreeennawab,303,357,1,31,84.87
Aisha Rahman,0,2,0,0,0.0
J Pandey,241,271,0,21,88.93
D Bhatta,89,79,0,9,112.66
T Kale,24,46,0,0,52.17
SK Rana,125,205,0,7,60.98
RM Scott,21,20,0,3,105.0
RR Behera,18,34,0,1,52.94
SJ Modani,98,77,1,8,127.27
MO Kain,75,84,0,8,89.29
Yasir Mohammad,36,153,4,0,23.53
VM Vaghela,29,68,4,2,42.65
Suraiya Azmin,4,69,6,0,5.8
Nurilyaa Natasya,8,22,0,0,36.36
Nur Dania Syuhada,56,670,29,0,8.36
R Slater,131,535,19,4,24.49
S Nisansala,17,274,11,0,6.2
Sanjida Akter Meghla,9,371,22,0,2.43
R Achando,1,5,0,0,20.0
Tharika Sewwandi,7,48,1,0,14.58
SM Dhanusri,12,63,2,0,19.05
D la Cock,105,93,0,13,112.9
PM Liyanagamage,18,172,12,0,10.47
TJG Pringle,123,498,17,8,24.7
Aayan Afzal Khan,180,873,36,14,20.62
TLW Cooper,640,595,3,76,107.56
MA Jones,233,169,0,31,137.87
AS Joseph,181,843,52,10,21.47
Aryan Lakra,122,151,2,12,80.79
Azmatullah Omarzai,497,1026,36,42,48.44
Shan Masood,435,341,0,37,127.57
Naseem Shah,105,683,26,7,15.37
Shariz Ahmad,42,172,7,4,24.42
Yasir Ali Chowdhury,139,93,0,17,149.46
F Hand,83,205,7,10,40.49
